lon_round,lat_round,longitude,latitude,names,categories,sources,n_sources,contribution_score
-84.41776,33.73917,-84.41776,33.73917,Lt New Orleans Seafood Market  ,Seafood Specialty,snap_atlanta_df,1,523.1911737464367
-84.40542,33.73206,-84.40542,33.73206,Pittsburgh Mart  ,Convenience Store,snap_atlanta_df,1,521.0439120979717
-84.4902,33.75231,-84.49019969999989,33.752306,Allen Hills aka The Commons (lihtc),Garden,gdf_selected,1,520.4989751646131
-84.44112,33.77238,-84.44112,33.77238,SOUTHEASTERN MEATS  & FISH  ,Large Grocery Store,snap_atlanta_df,1,513.2624144937082
-84.44224,33.77327,-84.44224,33.77327,Westlake Food Mart  ,Convenience Store,snap_atlanta_df,1,504.98386806287715
-84.43035,33.85077,-84.43035,33.85077,Whole Foods Market 10697,Super Store,snap_atlanta_df,1,500.0625819464186
-84.40193,33.72757,-84.40193,33.72757,"McDaniel Store, LLC | Welcome Foods Mcdaniel  ",Convenience Store | Grocery Store,df_grocery_selected | snap_atlanta_df,2,498.93956137770573
-84.46295,33.80143,-84.46295259999998,33.801432299999995,Outdoor Fresh Farm,AgLanta Grows-A-Lot Site | Farm,gdf_selected,1,497.3729873697298
-84.3793,33.87122,-84.3792964,33.8712214,Publix Roswell Chastain Sq,Grocery Store,gdf_selected,1,496.81331188982773
-84.41778,33.73848,-84.417781020916,33.738480482254,Atlanta Food n Market,Grocery Store,df_grocery_selected,1,496.3749715740833
-84.43005,33.73488,-84.43005,33.73488,Donnelly Provisions  ,Convenience Store,snap_atlanta_df,1,494.68323072441547
-84.45116,33.82056,-84.45116,33.82056,CVS Pharmacy 4661,Combination Grocery/Other,snap_atlanta_df,1,494.46323135335984
-84.34956,33.76454,-84.34956,33.76454,Moreland Food Mart  ,Convenience Store,snap_atlanta_df,1,493.9653143872238
-84.45643,33.78185,-84.45643,33.78185,H & R Food Mart  ,Convenience Store,snap_atlanta_df,1,493.3007304985267
-84.45201,33.77677,-84.45201,33.77677,Family Dollar 6030,Combination Grocery/Other,snap_atlanta_df,1,492.7365717026342
-84.34971,33.76378,-84.34971,33.76378,Circle K #185  ,Convenience Store,snap_atlanta_df,1,490.60605454476587
-84.42602,33.73856,-84.42602,33.73856,Family Dollar 1728,Combination Grocery/Other,snap_atlanta_df,1,489.0194747121314
-84.41714,33.7381,-84.41714,33.7381,CVS Pharmacy 4178,Combination Grocery/Other,snap_atlanta_df,1,488.18547858485607
-84.51678,33.69655,-84.51678,33.69655,Westside Farmers Market  ,Farmers' Market,snap_atlanta_df,1,488.0321082687847
-84.39378,33.71394,-84.39378,33.71394,A&b Foodmart 1,Convenience Store,snap_atlanta_df,1,487.18603843744233
-84.4679,33.75165,-84.4679,33.75165,Mlk Chevron 2456 Llc  ,Convenience Store,snap_atlanta_df,1,487.17292514464634
-84.41652,33.73803,-84.41651779999998,33.7380262,Wadada Healthy Market and Juice Bar,Neighborhood Market,gdf_selected,1,486.4207721193406
-84.43003,33.73453,-84.43003,33.73453,Donnelly Food Mart  ,Convenience Store,snap_atlanta_df,1,485.77478976454603
-84.41449,33.73359,-84.41449,33.73359,Food N Fun  ,Convenience Store,snap_atlanta_df,1,485.64453181095115
-84.41442,33.73805,-84.41442482379,33.738051864197,MD STORE LLC,Grocery Store,df_grocery_selected,1,484.9714635586645
-84.49313,33.68584,-84.49313,33.68584,Green Apple Food Mart Inc  ,Convenience Store,snap_atlanta_df,1,484.6604654339118
-84.46673,33.75229,-84.46673,33.75229,CVS Pharmacy 4717,Combination Grocery/Other,snap_atlanta_df,1,484.61157901171276
-84.41839,33.73645,-84.4183925999999,33.7364546,Big Bear Foods,Neighborhood Market,gdf_selected,1,483.5182191243531
-84.42983,33.85023,-84.42982579999999,33.8502279,Whole Foods 365 Market,Grocery Store,gdf_selected,1,482.99738764782427
-84.38528,33.71919,-84.38528159999998,33.7191877,Carver Neighborhood Market,Neighborhood Market,gdf_selected,1,482.5024421276718
-84.46829,33.75204,-84.46829,33.75204,Mlk Food Mart  ,Convenience Store,snap_atlanta_df,1,482.39581304465133
-84.45147,33.77773,-84.45147,33.77773,Fountain Of Hope 1,Food Buying Co-op,snap_atlanta_df,1,480.6568511702758
-84.47103,33.80549,-84.47103,33.80549,Hollywood 76  ,Convenience Store,snap_atlanta_df,1,480.173067373793
-84.41776,33.7367,-84.41776,33.7367,Big Bear Supermarket  ,Super Store,snap_atlanta_df,1,479.7642030764925
-84.45998,33.75549,-84.45998,33.75549,Verbena Grocery Mart  ,Convenience Store,snap_atlanta_df,1,479.4623452019908
-84.43755,33.73384,-84.43755,33.73384,Cascade Food Mart  ,Convenience Store,snap_atlanta_df,1,479.39180306521024
-84.42786,33.84739,-84.42786,33.84739,CVS Pharmacy 4665,Combination Grocery/Other,snap_atlanta_df,1,479.3601602476065
-84.34969,33.75275,-84.34969,33.75275,Texaco Food Mart  ,Convenience Store,snap_atlanta_df,1,479.30118916074105
-84.44873,33.77551,-84.44873,33.77551,Best 4 Less  ,Convenience Store,snap_atlanta_df,1,478.5059177852908
-84.44872,33.77552,-84.448721392289,33.77551553481,Duniya Investment INC,Grocery Store,df_grocery_selected,1,478.48032478303946
-84.34864,33.76725,-84.34864,33.76725,Sevananda Natural Foods Cooperative  ,Super Store,snap_atlanta_df,1,477.2795962698658
-84.43861,33.74369,-84.43861,33.74369,Westview Corner Grocery  ,Medium Grocery Store,snap_atlanta_df,1,477.0221616488198
-84.4387,33.74374,-84.43869610000002,33.74374190000001,Westview Corner Grocery,Neighborhood Market,gdf_selected,1,475.9033295857568
-84.35438,33.73597,-84.3543835,33.73597139999999,Urban Farm of Ormewood - Farmer Red,Farm,gdf_selected,1,475.46049476892284
-84.38489,33.71867,-84.38489,33.71867,Carver Neighborhood Market  ,Small Grocery Store,snap_atlanta_df,1,475.16943394191554
-84.4761,33.75397,-84.4761,33.75397,Texaco Food Mart  ,Convenience Store,snap_atlanta_df,1,474.42753231755376
-84.47188,33.81115,-84.471880674582,33.811153710732,Frazie's Meat & Market,Grocery Store,df_grocery_selected,1,473.6229992136476
-84.34854,33.76704,-84.3485359,33.767035299999996,Sevananda Natural Foods Market,Neighborhood Market,gdf_selected,1,472.7650067339255
-84.47378,33.75378,-84.47378,33.75378,Dollar Tree 5779,Combination Grocery/Other,snap_atlanta_df,1,471.47339712115587
-84.41415,33.73286,-84.41415,33.73286,Discount Mart Llc  ,Convenience Store,snap_atlanta_df,1,470.30198307935467
-84.4726,33.75359,-84.4726,33.75359,Mlk Westland Bp Inc.  ,Convenience Store,snap_atlanta_df,1,470.10757284662117
-84.43227,33.73894,-84.4322723,33.7389376,West End Beltline Farmers Market,Farmers Market,gdf_selected,1,467.80951978598483
-84.42249,33.71735,-84.42249109999999,33.71734609999999,1055 Arden Ave. (lihtc),Garden,gdf_selected,1,467.5334280612896
-84.43497,33.73783,-84.43497,33.73783,Gas Express LLC dba Circle K 142,Convenience Store,snap_atlanta_df,1,467.4719395826342
-84.42785,33.84822,-84.42785229999998,33.8482184,Publix West Paces Ferry,Grocery Store,gdf_selected,1,466.68878963001663
-84.43315,33.73781,-84.4331505,33.73780849999999,Kroger Cascade Citi Center,Grocery Store,gdf_selected,1,465.8334734209851
-84.34807,33.75614,-84.34807359999989,33.756145,Kroger Edgewood Retail District,Grocery Store,gdf_selected,1,465.75756876815655
-84.43388,33.73865,-84.43388,33.73865,KROGER  412,Super Store,snap_atlanta_df,1,462.8023994300213
-84.42796,33.849,-84.42796,33.849,PUBLIX  0720,Supermarket,snap_atlanta_df,1,462.0975948239748
-84.48138,33.754,-84.48138,33.754,MLK Coin & Market  ,Convenience Store,snap_atlanta_df,1,460.9743346908542
-84.40816,33.72319,-84.40816,33.72319,Midway Exxon  ,Convenience Store,snap_atlanta_df,1,460.33660033888503
-84.47741,33.77735,-84.47741,33.77735,Dollar General 22316,Combination Grocery/Other,snap_atlanta_df,1,458.4119087782701
-84.41267,33.71843,-84.412666971056,33.718433013986,"Simply Organic Market, Inc.",Grocery Store,df_grocery_selected,1,455.125598192527
-84.38062,33.87334,-84.38062,33.87334,Roswell Chevron  ,Convenience Store,snap_atlanta_df,1,454.8091178684741
-84.44358,33.75114,-84.44358,33.75114,Speedzone Shell  ,Convenience Store,snap_atlanta_df,1,451.75392108831613
-84.50382,33.7599,-84.50382,33.7599,Louisiana Atlanta Seafood Market  ,Combination Grocery/Other,snap_atlanta_df,1,451.1554600176722
-84.4437,33.75117,-84.4437,33.75117,Speedzone Chevron  ,Convenience Store,snap_atlanta_df,1,450.5628821443354
-84.34418,33.83078,-84.34418,33.83078,Sh2800 Llc  ,Convenience Store,snap_atlanta_df,1,450.09363457125863
-84.34785,33.7571,-84.34785,33.7571,KROGER 461,Super Store,snap_atlanta_df,1,449.97816968912986
-84.46899,33.81343,-84.46899,33.81343,Corner Food Mart  ,Convenience Store,snap_atlanta_df,1,449.75362977741503
-84.4269,33.72828,-84.4269,33.72828,Oakland City Food Mart  ,Convenience Store,snap_atlanta_df,1,449.66899257895153
-84.44781,33.75088,-84.44781,33.75088,Quick Mart Food  ,Convenience Store,snap_atlanta_df,1,448.562976664334
-84.46847,33.77602,-84.46847,33.77602,Sr Food & Meat Mart  ,Convenience Store,snap_atlanta_df,1,447.9969769770123
-84.43096,33.73053,-84.4309579999999,33.73053399999999,Patchwork City Farms,Farm,gdf_selected,1,447.57550918902797
-84.47037,33.75438,-84.470368,33.7543775,MARTA Market- HE Holmes,Farmers Market,gdf_selected,1,447.0422876476633
-84.47568,33.81047,-84.47568,33.81047,Family Dollar 10676,Combination Grocery/Other,snap_atlanta_df,1,447.04009940300756
-84.38219,33.71807,-84.38219319999999,33.7180667,Lakewood Food Mart,Neighborhood Market,gdf_selected,1,445.6280916934116
-84.40759,33.72255,-84.40759,33.72255,Atlanta Food Mart  ,Convenience Store,snap_atlanta_df,1,445.61817888199045
-84.38218,33.71806,-84.38218,33.71806,Lakewood Food Mart  ,Convenience Store,snap_atlanta_df,1,445.24324655736973
-84.48832,33.75118,-84.48832,33.75118,ZTS Food Mart  ,Convenience Store,snap_atlanta_df,1,444.15790611153244
-84.39297,33.72356,-84.39297,33.72356,Pryor Gas and Food  ,Convenience Store,snap_atlanta_df,1,443.68140877619777
-84.39298,33.72356,-84.392977377583,33.723559595516,Fly Seafood Market,Grocery Store,df_grocery_selected,1,443.6537584555939
-84.43494,33.7303,-84.4349424,33.7302977,West Atlanta Watershed Alliance,Food Forest,gdf_selected,1,443.28432618564455
-84.44247,33.74849,-84.44247,33.74849,Bp Food Mart  ,Convenience Store,snap_atlanta_df,1,442.1276335965888
-84.46809,33.75556,-84.46809,33.75556,Texaco Food Mart  ,Convenience Store,snap_atlanta_df,1,440.14032724658375
-84.34959,33.74683,-84.34959,33.74683,Texaco Food Mart  ,Convenience Store,snap_atlanta_df,1,439.60388332648887
-84.3928,33.72287,-84.3928,33.72287,CHEVRON FOOD MART  ,Convenience Store,snap_atlanta_df,1,436.8493712256828
-84.46941,33.79449,-84.46941,33.79449,"Doo Drop Inn Marketplace & Beauty Supply, Inc.  ",Convenience Store,snap_atlanta_df,1,436.53791250002604
-84.50858,33.76216,-84.50858,33.76216,Prime Chevron  ,Convenience Store,snap_atlanta_df,1,436.14544582271964
-84.47577,33.8115,-84.47577,33.8115,Chevron Food Mart  ,Convenience Store,snap_atlanta_df,1,435.82401524461824
-84.50959,33.7385,-84.50959,33.7385,Chevron  ,Convenience Store,snap_atlanta_df,1,435.7575182712353
-84.4923,33.7522,-84.4923,33.7522,Discount Food Mart  ,Convenience Store,snap_atlanta_df,1,435.47430970772797
-84.47598,33.81194,-84.47598,33.81194,Busy Bee Grocery  ,Convenience Store,snap_atlanta_df,1,435.02972779568876
-84.49256,33.75284,-84.49256,33.75284,Quick Mart  ,Convenience Store,snap_atlanta_df,1,434.20035370823354
-84.49382,33.7533,-84.49382,33.7533,Circle K  ,Convenience Store,snap_atlanta_df,1,433.630445610805
-84.45365,33.75031,-84.45365,33.75031,West View Food Mart  ,Convenience Store,snap_atlanta_df,1,432.5550217619066
-84.34956,33.74711,-84.3495629999999,33.747112,The Spotted Trotter- Edgewood,Neighborhood Market,gdf_selected,1,432.36231730474265
-84.45387,33.8207,-84.45387,33.8207,Dollar Tree 6839,Combination Grocery/Other,snap_atlanta_df,1,432.0751232665115
-84.47536,33.77731,-84.47536,33.77731,Citgo Food Mart  ,Convenience Store,snap_atlanta_df,1,432.0508402700602
-84.49324,33.75305,-84.49324,33.75305,EZ Shoper  ,Convenience Store,snap_atlanta_df,1,431.31076504496974
-84.42999,33.72085,-84.4299891,33.72084869999999,Gilliams Community Garden,Farm,gdf_selected,1,431.25699491110726
-84.39264,33.72194,-84.39264,33.72194,University Bp Food Mart  ,Convenience Store,snap_atlanta_df,1,430.41434002798775
-84.4747,33.77853,-84.4747,33.77853,Low Low Mini Mart  ,Convenience Store,snap_atlanta_df,1,429.4048516238185
-84.50751,33.76209,-84.50751,33.76209,Quick Foodmart  ,Convenience Store,snap_atlanta_df,1,428.77292661229154
-84.47015,33.7753,-84.47015,33.7753,Continental Seafood Inc  ,Seafood Specialty,snap_atlanta_df,1,428.48979109633245
-84.44657,33.75064,-84.44657,33.75064,Quick Mart  ,Convenience Store,snap_atlanta_df,1,427.52267439691354
-84.49571,33.7827,-84.49571,33.7827,Petro Atlanta 0322,Convenience Store,snap_atlanta_df,1,425.32388103784467
-84.40174,33.72131,-84.40173599999999,33.72131,Pittsburgh Community Market,Farmers Market,gdf_selected,1,424.437403440712
-84.44582,33.72584,-84.44582,33.72584,Cascade Food Mart  ,Convenience Store,snap_atlanta_df,1,424.2655711030065
-84.47507,33.77774,-84.47506769999998,33.7777367,Buy Low Super Market,Grocery Store,gdf_selected,1,423.07699230101736
-84.3799,33.87447,-84.3798997,33.874474000000006,The Fresh Market RoswellRd,Grocery Store,gdf_selected,1,422.42174230920466
-84.42456,33.72062,-84.424564831157,33.720616457854,Lee Street Meats LLC,Grocery Store,df_grocery_selected,1,422.2875644886254
-84.48612,33.75114,-84.48612,33.75114,Family Dollar 634 | Wayfield Foods 19,Combination Grocery/Other | Super Store,snap_atlanta_df,1,422.25967166230686
-84.42456,33.72061,-84.42456,33.72061,Lee Street Meats & Grocery  ,Small Grocery Store,snap_atlanta_df,1,422.2497078682111
-84.40817,33.71647,-84.40817,33.71647,Corner Grocery  ,Convenience Store,snap_atlanta_df,1,422.152058004294
-84.42453,33.72066,-84.42452910000002,33.720659299999994,"Lee Street Meats, Seafood, and Grocery",Meat Market,gdf_selected,1,420.843333400429
-84.44553,33.72644,-84.44553,33.72644,A & M Corner  ,Convenience Store,snap_atlanta_df,1,420.2003452057089
-84.39977,33.72119,-84.399771580659,33.721187139731,Pittsburgh Community Market,Grocery Store,df_grocery_selected,1,419.9770177576906
-84.47171,33.77589,-84.47171359999999,33.77589069999999,Discount Meat World,Neighborhood Market,gdf_selected,1,416.9300888332406
-84.50498,33.75924,-84.50498,33.75924,Dollar Tree 7375,Combination Grocery/Other,snap_atlanta_df,1,416.64006972746694
-84.48599,33.75081,-84.48599317973249,33.75080567514819,Wayfield Foods,Grocery Store,gdf_selected,1,415.8196009472499
-84.47409,33.77737,-84.47409,33.77737,BUY LOW SUPERMARKET  ,Supermarket,snap_atlanta_df,1,415.78321462831127
-84.47403,33.77619,-84.47403,33.77619,Chevron Food Mart  ,Convenience Store,snap_atlanta_df,1,415.7299194728435
-84.42307,33.7226,-84.42307,33.7226,Lee Food Mart  ,Convenience Store,snap_atlanta_df,1,415.5136849226498
-84.47195,33.77605,-84.47194789999989,33.776047,Grocery Spot,Grocery Store,gdf_selected,1,415.3808582347919
-84.47273,33.77617,-84.47273,33.77617,Pick N Pay  ,Convenience Store,snap_atlanta_df,1,413.25797195610164
-84.42108,33.72458,-84.42108,33.72458,Lee Petro  ,Convenience Store,snap_atlanta_df,1,412.8064951312789
-84.34903,33.74361,-84.34903,33.74361,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1,412.67913826223486
-84.50284,33.75787,-84.50284,33.75787,Dollar General 13836,Combination Grocery/Other,snap_atlanta_df,1,412.1974504412975
-84.50397,33.7579,-84.50397,33.7579,Quick Stop Food Mart  ,Convenience Store,snap_atlanta_df,1,412.01117985256565
-84.39885,33.70726,-84.39885,33.70726,Big Brother Mini Supermarket  ,Convenience Store,snap_atlanta_df,1,408.46843736970607
-84.35945,33.70938,-84.35945,33.70938,Tanner's Corner Grocery 0,Convenience Store,snap_atlanta_df,1,407.63335419351813
-84.45657,33.70105,-84.45657,33.70105,Alison Food Mart  ,Convenience Store,snap_atlanta_df,1,406.5954613606548
-84.44411,33.71146,-84.44411,33.71146,CHEVRON FOOD MART  ,Convenience Store,snap_atlanta_df,1,404.3669336357903
-84.45538,33.82124,-84.45538,33.82124,Race Trac 2421,Convenience Store,snap_atlanta_df,1,404.24956696179567
-84.45685,33.70522,-84.4568508,33.7052209,Super Giant,Grocery Store,gdf_selected,1,404.2244479022093
-84.46534,33.70461,-84.46534,33.70461,Bingo Food Mart  ,Convenience Store,snap_atlanta_df,1,403.7758727126485
-84.3411,33.83352,-84.3411,33.83352,CVS Pharmacy 5376,Combination Grocery/Other,snap_atlanta_df,1,400.68944769611846
-84.35889,33.70876,-84.35889,33.70876,Exxon Food Mart 1,Convenience Store,snap_atlanta_df,1,400.3527279288031
-84.45682,33.70111,-84.45682,33.70111,Hungry Mart  ,Convenience Store,snap_atlanta_df,1,400.1773586041766
-84.34652,33.75674,-84.3465169999999,33.75674169999999,Target Caroline,Supercenter,gdf_selected,1,397.561429880141
-84.47997,33.77928,-84.47997,33.77928,Hop In Food Mart  ,Convenience Store,snap_atlanta_df,1,397.45730097513524
-84.46036,33.81834,-84.4603556,33.81834129999999,Marietta Senior Tower (lihtc),Garden,gdf_selected,1,396.9864390482041
-84.38002,33.87534,-84.38002,33.87534,The Fresh Market 084,Supermarket,snap_atlanta_df,1,394.868637094514
-84.49748,33.75394,-84.49748,33.75394,MLK Texaco  ,Convenience Store,snap_atlanta_df,1,394.700038941216
-84.3939,33.70907,-84.3939,33.70907,3 Way Grocery  ,Convenience Store,snap_atlanta_df,1,391.6663202603889
-84.46162,33.72248,-84.46162,33.72248,CVS Pharmacy 5395,Combination Grocery/Other,snap_atlanta_df,1,391.66034006821866
-84.45593,33.70699,-84.45593,33.70699,Dollar Tree 7560,Combination Grocery/Other,snap_atlanta_df,1,390.14426592830506
-84.45647,33.70039,-84.456471635241,33.700385141978,NEIGHBORHOOD 2070 INC,Grocery Store,df_grocery_selected,1,389.9207170641928
-84.49622,33.67292,-84.49622,33.67292,C & S GROCERIES  ,Convenience Store,snap_atlanta_df,1,387.54022650782974
-84.45605,33.70752,-84.45605,33.70752,Villa Food Mart  ,Convenience Store,snap_atlanta_df,1,387.3349332155785
-84.34609,33.75676,-84.34609,33.75676,Target Store T-1964,Super Store,snap_atlanta_df,1,386.32629324423175
-84.47541,33.70248,-84.47541,33.70248,Camp Food Mart  ,Convenience Store,snap_atlanta_df,1,386.2798727465896
-84.43446,33.71457,-84.43446,33.71457,Maya Food Market  ,Convenience Store,snap_atlanta_df,1,380.11550689872143
-84.45656,33.70709,-84.4565629,33.7070934,Fruit Veggies & Herbs,Neighborhood Market,gdf_selected,1,378.64643524821105
-84.45697,33.70044,-84.45697,33.70044,Food Center ,Convenience Store,snap_atlanta_df,1,378.49632525376836
-84.4576,33.7058,-84.4576,33.7058,Exxon Food Mart  ,Convenience Store,snap_atlanta_df,1,372.8613143339521
-84.44069,33.71255,-84.44068989999998,33.7125514,Campbellton Community Garden,AgLanta Grows-A-Lot Site,gdf_selected,1,371.24279334399654
-84.37962,33.70964,-84.37962,33.70964,MAULIA INC | Quick Pick Foodmart  ,Convenience Store | Grocery Store,df_grocery_selected | snap_atlanta_df,2,371.04394709935127
-84.48365,33.69794,-84.48365,33.69794,Big H Food Mart  ,Convenience Store,snap_atlanta_df,1,370.1189449595982
-84.42423,33.70579,-84.4242282,33.70579219999999,Concrete Jungle's Dog Head Farm,Farm,gdf_selected,1,364.5951209984408
-84.50608,33.69008,-84.50608,33.69008,Raceway Campbellton  ,Convenience Store,snap_atlanta_df,1,362.5682784434605
-84.38036,33.70831,-84.38036,33.70831,Food Mart  ,Convenience Store,snap_atlanta_df,1,361.99782260686925
-84.36832,33.71437,-84.36831789999998,33.714369,El Progreso #14,Neighborhood Market,gdf_selected,1,361.31255208230624
-84.45816,33.70612,-84.45816,33.70612,Amina Mart 1,Convenience Store,snap_atlanta_df,1,361.2945100359761
-84.45801,33.70651,-84.45801,33.70651,Lucky Food Mart 0,Convenience Store,snap_atlanta_df,1,360.44343992502456
-84.49627,33.76836,-84.49626799999999,33.768357099999996,Gratitude Botanical Farm,AgLanta Grows-A-Lot Site | Farm,gdf_selected,1,360.15614573369044
-84.36856,33.71429,-84.36856,33.71429,Carniceria Y Tienda El Progreso 14,Medium Grocery Store,snap_atlanta_df,1,359.4233051983773
-84.52315,33.66404,-84.52315,33.66404,Fairburn Prime  ,Convenience Store,snap_atlanta_df,1,355.4002917979289
-84.45976,33.70531,-84.45976,33.70531,Pahi African Caribbean Market 2  ,Small Grocery Store,snap_atlanta_df,1,355.1207614041551
-84.38011,33.70686,-84.38011,33.70686,Family Dollar 11425,Combination Grocery/Other,snap_atlanta_df,1,353.8801853768066
-84.50764,33.68972,-84.50764,33.68972,Valero Food Mart  ,Convenience Store,snap_atlanta_df,1,353.4007768922271
-84.48514,33.69725,-84.48514,33.69725,Chevron Food Mart  ,Convenience Store,snap_atlanta_df,1,352.8828395470105
-84.45944,33.70569,-84.45944,33.70569,Family Dollar 235,Combination Grocery/Other,snap_atlanta_df,1,352.61253790057685
-84.51037,33.69135,-84.51037,33.69135,Family Dollar 2349,Combination Grocery/Other,snap_atlanta_df,1,351.94990462519957
-84.42385,33.69783,-84.42385,33.69783,Sylvan Station Inc  ,Convenience Store,snap_atlanta_df,1,350.8044060206799
-84.37942,33.87786,-84.37942,33.87786,Shell Food Mart  ,Convenience Store,snap_atlanta_df,1,349.0405965852615
-84.5111,33.69053,-84.5111,33.69053,Cousins Texaco  ,Convenience Store,snap_atlanta_df,1,348.66298190575617
-84.40746,33.69889,-84.40746,33.69889,Dollar Tree 5242,Combination Grocery/Other,snap_atlanta_df,1,347.9136911957591
-84.33702,33.83637,-84.33702,33.83637,Brito Supermarket  ,Combination Grocery/Other,snap_atlanta_df,1,347.7149053256861
-84.41771,33.7009,-84.41771,33.7009,Eastpoint Grocery  ,Convenience Store,snap_atlanta_df,1,346.0366391268438
-84.48584,33.69634,-84.48584,33.69634,CITGO FOOD MART  ,Convenience Store,snap_atlanta_df,1,340.74850916301494
-84.41826,33.69901,-84.41826,33.69901,Quality Meat Market  ,Medium Grocery Store,snap_atlanta_df,1,337.63027697141865
-84.41764,33.69912,-84.41763519999989,33.6991241,Quality Meat Market,Neighborhood Market,gdf_selected,1,331.1429577998455
-84.37975,33.87852,-84.37975,33.87852,Walgreens 10265,Combination Grocery/Other,snap_atlanta_df,1,327.35697149856037
-84.40801,33.70165,-84.40801,33.70165,Family Dollar 12070,Combination Grocery/Other,snap_atlanta_df,1,326.21961445218324
-84.51153,33.65703,-84.51153,33.65703,Walgreens 9620,Combination Grocery/Other,snap_atlanta_df,1,323.78089150034526
-84.49453,33.78739,-84.49453,33.78739,Star Chevron Food Mart  ,Convenience Store,snap_atlanta_df,1,323.63213455362603
-84.40765,33.70382,-84.40765,33.70382,Food Mart  ,Convenience Store,snap_atlanta_df,1,321.33508317780985
-84.4891,33.69037,-84.4891,33.69037,DOLLAR TREE 4527,Combination Grocery/Other,snap_atlanta_df,1,319.05747165722903
-84.48867,33.68929,-84.48867,33.68929,Greenbriar Chevron  ,Convenience Store,snap_atlanta_df,1,316.9821238941372
-84.38471,33.70235,-84.38471,33.70235,Exxon Food Mart  ,Convenience Store,snap_atlanta_df,1,315.1402937569646
-84.37075,33.68846,-84.37074669999998,33.6884569,Crack In the Sidewalk Farmlet,Farm,gdf_selected,1,311.5952778167421
-84.48804,33.6892,-84.4880431,33.6892022,Kroger Headland Dr,Grocery Store,gdf_selected,1,310.84832141570746
-84.3993,33.702,-84.3993,33.702,Neighbourhood Market  ,Convenience Store,snap_atlanta_df,1,309.2224952901835
-84.33456,33.82445,-84.33456,33.82445,Briarcliff Quickmart  ,Convenience Store,snap_atlanta_df,1,309.2056403715042
-84.34972,33.7245,-84.34972,33.7245,Moreland Food Mart  ,Convenience Store,snap_atlanta_df,1,308.7153026546768
-84.36083,33.69697,-84.36083,33.69697,Norwood Food Mart  ,Convenience Store,snap_atlanta_df,1,307.22768091695553
-84.33505,33.81672,-84.33505,33.81672,The Kosher Gourmet  ,Combination Grocery/Other,snap_atlanta_df,1,305.07828067717253
-84.3756,33.69267,-84.3756025,33.69267250000001,Urban Food Forest at Browns Mill,AgLanta Grows-A-Lot Site (legacy),gdf_selected,1,302.36166457954823
-84.33337,33.82738,-84.33337,33.82738,Dollar Tree 3667,Combination Grocery/Other,snap_atlanta_df,1,300.63598508519664
-84.33585,33.80656,-84.33585,33.80656,QUIKTRIP 745,Convenience Store,snap_atlanta_df,1,299.2896176987323
-84.50507,33.7254,-84.50507,33.7254,Walmart Supercenter 3741,Super Store,snap_atlanta_df,1,298.65310656311266
-84.34247,33.74773,-84.3424661999999,33.7477341,Chop Shop,Neighborhood Market,gdf_selected,1,298.63782207402784
-84.39556,33.68144,-84.39556099999999,33.6814375,El Progreso #1,Neighborhood Market,gdf_selected,1,298.35183089606284
-84.34465,33.7386,-84.34465,33.7386,East Atlanta Village Farmers Market 0135438,Farmers' Market,snap_atlanta_df,1,298.25067073053594
-84.48674,33.68958,-84.48674,33.68958,Dollar General 19080,Combination Grocery/Other,snap_atlanta_df,1,297.87690919210144
-84.40768,33.697,-84.40768,33.697,Atlanta Texaco/ Ez Market 0,Convenience Store,snap_atlanta_df,1,297.7173679829609
-84.39576,33.67996,-84.39576089999998,33.6799581,Piggly Wiggly,Grocery Store,gdf_selected,1,294.73461012519624
-84.34441,33.73844,-84.3444067,33.7384449,A Sip of Paradise (EAV Edible Learning Garden) | East Atlanta Village Community Farmers Market,Community Garden | Farmers Market,gdf_selected,1,294.55475277596867
-84.39417,33.68139,-84.39417,33.68139,Cleveland Stop  ,Convenience Store,snap_atlanta_df,1,293.2483433405551
-84.39573,33.68012,-84.39573,33.68012,75 Farmers Market  ,Supermarket,snap_atlanta_df,1,293.06349279939946
-84.50607,33.72306,-84.50607,33.72306,Cascade Shell Food Mart  ,Convenience Store,snap_atlanta_df,1,291.8571623782267
-84.39555,33.68114,-84.39555,33.68114,CARNICERIA Y TIENDA EL PROGRESO  ,Medium Grocery Store,snap_atlanta_df,1,291.6379963104548
-84.44804,33.69895,-84.44804,33.69895,East Point Food Mart  ,Convenience Store,snap_atlanta_df,1,291.4053004778904
-84.51083,33.65646,-84.5108308,33.6564551,Publix Carnia Princeton Lakes,Grocery Store,gdf_selected,1,290.8797673796351
-84.51056,33.72318,-84.51056,33.72318,Walgreens 07394,Combination Grocery/Other,snap_atlanta_df,1,290.4777799212117
-84.39294,33.69921,-84.39294,33.69921,BP Food Mart  ,Convenience Store,snap_atlanta_df,1,290.2560608022134
-84.50979,33.7237,-84.50979,33.7237,Fina Food Mart  ,Convenience Store,snap_atlanta_df,1,290.1234628562877
-84.50959,33.72373,-84.50959,33.72373,Publix 0503,Supermarket,snap_atlanta_df,1,290.1163975652466
-84.37211,33.67246,-84.37211,33.67246,"Jones Prime, LLC  ",Convenience Store,snap_atlanta_df,1,287.7164334316059
-84.51085,33.65638,-84.51085,33.65638,PUBLIX 1056,Supermarket,snap_atlanta_df,1,287.2393075852151
